Invoice_id,Customer_Id,Invoice_date,invoice_gross_value,Invoice_currency
226889,42819,2024-09-24,767765.66,USD
602366,60464,2024-06-29,981128.27,KES
283228,54877,2024-05-12,611144.16,KES
694303,37558,2024-07-25,966074.32,USD
936556,60451,2024-06-07,756031.12,KES
283003,65258,2024-07-26,797070.0,KES
371314,34251,2024-07-28,963184.21,KES
277908,79037,2024-09-25,867195.9,KES
786272,59586,2024-12-20,999405.7,USD
398220,74310,2024-07-06,745147.71,USD
856016,15651,2024-12-15,877663.43,USD
571010,46889,2024-11-06,902586.0,KES
464189,15705,2024-08-09,950846.07,KES
198529,23094,2024-05-25,696426.65,KES
427645,91762,2024-07-28,961632.65,KES
933654,39117,2024-10-13,485480.66,USD
755269,94933,2024-08-15,992372.94,USD
92495,35927,2024-09-18,890090.49,KES
665851,57016,2024-05-26,931051.59,KES
244567,44002,2024-08-20,569216.33,KES
8295,32018,2024-09-28,924481.4,KES
126465,32878,2024-11-22,922770.2,USD
15685,11540,2024-12-08,924983.78,KES
811180,72298,2024-05-05,957042.76,USD
620699,40549,2024-05-17,523116.53,KES
434324,75986,2024-08-17,575616.09,USD
928202,50385,2024-11-16,977591.72,KES
465117,45016,2024-09-21,999119.12,USD
606491,36919,2024-07-10,655555.85,USD
210407,96344,2024-09-14,598549.06,USD
958671,38343,2024-12-11,763926.12,USD
343303,99326,2024-09-11,949438.9,KES
378802,38863,2024-12-28,748987.76,USD
45510,75838,2024-07-11,933842.06,KES
544506,98386,2024-11-15,941622.34,KES
89004,8101,2024-07-05,996498.21,KES
749187,75154,2024-12-28,877330.52,USD
609021,33375,2024-08-14,857428.74,USD
435381,83601,2024-07-23,794575.71,USD
184456,41009,2024-05-27,744835.93,USD
492307,93769,2024-09-28,608591.11,USD
265801,91703,2024-06-24,748582.09,KES
91546,40165,2024-09-02,902004.85,USD
374515,83933,2024-09-17,925419.15,KES
466103,4632,2024-09-14,552982.08,USD
689133,24908,2024-05-27,474147.53,USD
840528,66083,2024-11-21,910932.24,KES
642552,51132,2024-09-04,940443.08,KES
861666,6026,2024-09-27,794939.11,USD
340802,22400,2024-05-12,820490.44,USD
987684,72564,2024-10-27,860973.34,USD
274862,27329,2024-10-12,840114.13,KES
824205,46918,2024-09-22,949520.98,KES
480715,78665,2024-12-01,778305.23,KES
637986,82251,2024-11-12,715058.11,KES
393878,21060,2024-09-06,478917.36,KES
369927,53456,2024-05-08,637072.71,KES
316109,7732,2024-12-06,906237.14,KES
707350,41595,2024-08-28,462120.15,KES
120228,28063,2024-06-18,895359.87,KES
444946,92688,2024-09-08,490149.9,KES
625007,51033,2024-08-24,673080.41,USD
208716,97720,2024-12-22,619309.16,KES
767705,6760,2024-06-26,968190.28,USD
210515,35989,2024-06-30,590004.28,USD
226514,97247,2024-09-10,687389.44,USD
860911,50306,2024-09-07,891565.59,USD
161887,60199,2024-06-16,797614.1,KES
793997,86428,2024-10-03,963547.28,USD
511914,19504,2024-12-15,632227.23,USD
446440,7647,2024-11-29,664646.55,USD
108474,69524,2024-06-30,930130.8,KES
603611,39918,2024-06-19,525706.87,USD
922347,78533,2024-12-16,847368.99,KES
875089,19953,2024-09-04,677820.29,KES
528554,3915,2024-09-15,819299.93,KES
550679,78766,2024-08-12,750943.45,USD
332860,4130,2024-05-13,835049.77,USD
827194,94536,2024-06-24,638480.1,USD
471572,22129,2024-12-26,872343.99,KES
421018,96464,2024-05-06,748350.28,KES
570252,61159,2024-11-18,661035.55,KES
76717,56065,2024-08-20,502760.82,KES
324600,61423,2024-08-18,818608.95,KES
202900,87008,2024-09-01,983320.49,KES
581426,43019,2024-08-11,664895.28,USD
900116,82556,2024-06-29,488313.52,KES
95580,23649,2024-11-05,808628.95,USD
679705,29748,2024-09-05,685145.36,USD
707884,19609,2024-05-04,628711.02,USD
159794,83092,2024-07-08,790607.07,KES
15071,75527,2024-05-18,590628.86,KES
778412,89521,2024-06-19,979847.23,USD
568589,39200,2024-12-18,658902.79,USD
285703,49899,2024-07-20,845871.49,KES
730841,85203,2024-12-25,906503.52,KES
141588,8902,2024-06-09,537796.97,KES
185214,15758,2024-05-05,939238.59,USD
790026,68319,2024-08-05,825183.24,USD
239244,79130,2024-12-30,912688.38,USD
378203,41948,2024-09-22,580016.21,USD
813787,61647,2024-12-23,722845.87,KES
393859,79311,2024-07-11,961603.88,USD
188346,12986,2024-12-19,935896.38,USD
41837,33453,2024-10-04,864790.93,KES
914168,5490,2024-07-29,763208.23,KES
160427,99436,2024-11-02,531284.64,KES
558390,97794,2024-05-01,604090.17,KES
854760,78954,2024-12-30,987485.63,KES
892250,41716,2024-07-07,879802.49,KES
882866,79130,2024-09-26,788427.89,USD
591738,24162,2024-06-30,822651.65,KES
958441,94809,2024-11-09,520854.2,USD
70631,96357,2024-06-22,859048.21,USD
280336,82377,2024-09-22,748719.19,USD
798801,44019,2024-07-23,957517.78,USD
359179,35984,2024-06-12,746872.81,USD
398485,18905,2024-12-08,627828.5,USD
275030,83390,2024-11-06,532928.94,KES
683292,98491,2024-10-07,908590.28,USD
808703,3293,2024-11-24,848375.17,KES
444367,62136,2024-11-23,560665.02,USD
365029,95433,2024-12-18,586206.23,USD
289746,7523,2024-12-26,855998.91,USD
139403,45487,2024-08-17,533288.94,KES
786545,70638,2024-12-26,998563.83,USD
172018,39354,2024-07-02,772307.86,USD
485026,66731,2024-10-13,536256.27,KES
674777,94378,2024-11-01,754254.71,KES
712153,48552,2024-05-11,993282.55,KES
94464,35768,2024-11-09,750829.19,KES
868628,53489,2024-07-18,679635.34,KES
281121,20922,2024-07-04,486031.47,USD
358776,24479,2024-05-18,847559.48,KES
395542,66701,2024-05-30,932970.82,USD
557386,74209,2024-12-10,504200.45,USD
358258,60787,2024-05-02,942928.99,USD
464316,9744,2024-07-16,788669.66,USD
935587,8680,2024-09-09,601547.69,KES
159515,66224,2024-07-07,541568.37,USD
675873,28573,2024-08-08,454666.16,USD
432554,44954,2024-10-25,794263.94,KES
44982,16915,2024-09-06,980886.67,USD
848609,4927,2024-11-23,829516.44,USD
389457,98724,2024-11-20,820126.33,USD
914467,41200,2024-09-29,525779.35,KES
512158,78176,2024-06-29,808101.69,KES
511707,90780,2024-07-27,780652.15,USD
510200,82882,2024-09-21,772736.18,USD
604484,34733,2024-09-02,991832.45,KES
339763,18238,2024-07-01,836916.82,KES
457260,18363,2024-09-23,502586.95,USD
459210,12090,2024-07-11,798171.47,USD
741800,99080,2024-07-29,810181.18,USD
349233,60638,2024-09-09,973606.06,KES
475871,92973,2024-07-18,960629.59,USD
917646,76038,2024-09-27,668272.46,KES
637691,19537,2024-10-08,989922.44,KES
285746,46287,2024-12-30,987946.08,USD
86924,25943,2024-12-26,897884.78,USD
894515,2981,2024-08-18,788249.25,KES
98217,2886,2024-10-17,844941.61,KES
695078,51087,2024-11-25,948892.29,KES
362272,44648,2024-11-12,773310.12,KES
848228,64717,2024-12-07,501079.71,USD
658528,64170,2024-11-29,535075.68,KES
885121,68895,2024-12-11,969148.24,KES
389878,27661,2024-05-25,704423.75,KES
837354,65721,2024-11-01,765098.01,KES
974075,75266,2024-06-12,649321.45,KES
419983,92651,2024-06-12,657920.3,USD
406695,71631,2024-10-21,852890.41,KES
161749,98193,2024-09-21,739937.48,KES
68136,59976,2024-10-29,650374.37,KES
844742,87513,2024-05-13,891983.68,USD
95790,71886,2024-11-28,874511.15,USD
684038,63614,2024-07-25,569736.09,KES
567523,23357,2024-10-31,908239.66,KES
133724,10532,2024-06-26,587168.19,USD
872160,45016,2024-08-18,960364.0,KES
249177,4202,2024-11-08,487135.1,USD
903211,77487,2024-12-14,930178.93,KES
43106,99844,2024-12-17,711822.71,KES
863969,46857,2024-12-18,870892.25,USD
564721,13044,2024-12-22,819260.81,USD
975920,43940,2024-11-19,617220.29,USD
943155,69348,2024-12-08,754101.44,USD
480454,55891,2024-06-10,594769.24,KES
975181,51491,2024-07-18,603945.48,USD
346745,39566,2024-10-02,655909.1,KES
484933,58368,2024-10-17,620992.87,USD
654105,97123,2024-10-19,912571.69,KES
75660,78751,2024-11-14,767592.62,KES
733243,85020,2024-12-22,887501.65,KES
594079,99921,2024-09-20,686315.16,USD
403253,21118,2024-06-11,541635.0,USD
144758,94436,2024-09-21,864752.66,KES
825309,37765,2024-05-16,967957.79,USD
76099,38687,2024-11-06,759511.09,USD
152813,64427,2024-10-10,775645.58,KES
838471,71562,2024-09-25,700054.34,KES
261677,97445,2024-10-08,864113.14,KES
813101,43688,2024-10-20,484988.4,KES
226620,90930,2024-08-03,889869.19,USD
109514,43551,2024-09-17,918392.39,USD
737207,88132,2024-05-29,925395.7,USD
540061,87127,2024-11-21,952390.41,USD
603584,75581,2024-09-30,938634.97,KES
195484,48451,2024-10-26,996210.46,KES
343968,23604,2024-06-07,837687.07,KES
816283,97589,2024-10-23,922581.51,USD
646230,59851,2024-05-05,908593.63,USD
952342,13770,2024-12-05,854088.4,USD
85164,58859,2024-11-06,914499.6,KES
155201,42222,2024-12-20,765090.16,USD
636339,72410,2024-11-22,950011.36,KES
541384,61423,2024-06-12,820026.97,USD
261932,68040,2024-05-02,540049.21,KES
107182,24148,2024-12-08,643649.0,USD
904108,3170,2024-05-06,902916.33,USD
35627,94337,2024-05-25,975120.04,USD
727140,25770,2024-11-11,729278.35,KES
656136,38151,2024-07-16,868986.59,KES
439979,66265,2024-10-27,794010.66,USD
81661,8129,2024-05-22,883639.23,KES
386868,94048,2024-06-07,583069.89,KES
118344,54696,2024-06-05,722177.87,KES
653346,29355,2024-12-02,686525.93,USD
643630,39566,2024-08-14,760089.55,KES
649417,28867,2024-07-28,518712.11,USD
651532,21052,2024-08-09,873424.59,KES
352065,18076,2024-07-25,630247.28,KES
272163,67044,2024-10-02,895669.52,KES
765675,37562,2024-12-03,860570.25,KES
938407,27827,2024-07-16,716158.5,KES
712453,28688,2024-09-09,591864.07,USD
944062,81811,2024-06-16,689021.04,USD
309111,99898,2024-10-10,915614.69,KES
204897,94584,2024-11-29,823016.17,KES
630581,41996,2024-07-23,895863.44,USD
425972,64168,2024-08-01,698097.49,USD
450134,40154,2024-10-29,861874.59,USD
259528,58463,2024-09-30,546587.43,USD
754829,13452,2024-08-01,784331.86,USD
33464,82983,2024-05-29,890156.28,USD
461849,58043,2024-05-31,745402.92,KES
282641,88446,2024-09-18,686541.82,USD
650942,34733,2024-05-26,751187.74,KES
635235,8706,2024-11-03,478997.42,KES
732306,52066,2024-10-30,648474.58,USD
631261,62920,2024-12-10,860235.76,USD
173642,48602,2024-05-18,848671.38,KES
828950,58205,2024-07-12,485625.35,USD
544726,1497,2024-08-13,782838.45,KES
351599,46761,2024-05-04,604098.23,USD
821700,42728,2024-08-01,869818.58,KES
118610,8902,2024-06-12,459272.34,USD
156314,85076,2024-11-16,750932.09,USD
761981,78354,2024-12-04,774757.39,KES
258739,62294,2024-06-11,625730.04,USD
206461,78880,2024-11-25,919840.19,USD
53096,66097,2024-10-08,475029.19,KES
960529,18426,2024-06-21,721097.98,USD
313779,60098,2024-07-15,669417.73,USD
307847,22996,2024-11-06,964924.76,KES
302725,89273,2024-10-20,577212.65,KES
634191,32496,2024-10-08,850553.2,USD
884915,30303,2024-06-16,821139.6,USD
577388,31445,2024-06-04,583026.17,USD
625810,73148,2024-10-12,834667.98,USD
573911,63342,2024-09-04,662571.93,KES
643269,11989,2024-11-28,874515.56,USD
724384,56489,2024-09-06,980761.02,USD
567817,8129,2024-09-10,983172.37,KES
767285,94992,2024-08-21,913065.29,USD
847901,27466,2024-08-20,712813.71,USD
584675,42222,2024-12-18,652984.95,KES
158418,43686,2024-11-23,738127.94,KES
632965,63834,2024-08-05,534847.24,USD
328844,55475,2024-05-10,541736.6,USD
856058,59960,2024-12-04,696860.16,KES
279545,7248,2024-12-26,919091.22,KES
777683,21800,2024-08-17,909562.59,USD
468899,87463,2024-12-06,858197.04,KES
917388,90397,2024-10-15,618229.87,USD
510084,80253,2024-05-21,686512.76,USD
957743,36520,2024-06-27,579676.61,USD
996924,39069,2024-10-25,996577.65,USD
894703,70238,2024-12-13,686735.0,KES
794430,75400,2024-09-04,947894.1,USD
348349,2456,2024-12-30,713780.21,USD
246603,71813,2024-06-06,874786.83,USD
839907,72315,2024-09-08,512979.16,USD
553071,38618,2024-08-25,931875.34,USD
839568,61866,2024-09-02,653693.78,USD
665153,3310,2024-09-05,462127.88,KES
971535,36510,2024-09-10,617033.23,USD
740749,97813,2024-10-01,999399.03,USD
578251,27233,2024-05-02,941754.6,KES
26428,66733,2024-06-08,479627.54,KES
296334,85296,2024-11-24,752424.88,KES
989000,32998,2024-07-29,642699.22,KES
527712,80477,2024-10-21,845868.92,USD
824047,31609,2024-12-10,737406.02,USD
31049,47734,2024-11-21,875446.61,USD
839978,62752,2024-07-22,476578.74,KES
622939,22535,2024-09-22,624580.25,USD
124014,81444,2024-07-13,599603.65,KES
764172,75527,2024-12-19,597410.16,USD
465990,29184,2024-10-27,910514.32,USD
813791,3879,2024-12-24,865976.51,USD
189775,92688,2024-05-28,452357.4,USD
271187,22139,2024-12-06,883277.9,KES
593120,77656,2024-09-19,545082.85,USD
908198,77885,2024-08-26,826801.52,KES
176845,10328,2024-11-19,826604.5,USD
711571,22973,2024-09-03,663543.79,KES
95043,28872,2024-05-19,827756.02,USD
188699,85606,2024-10-05,777020.93,KES
764697,46042,2024-10-29,818647.15,KES
183667,60608,2024-10-13,623451.43,USD
950894,4701,2024-11-19,807681.57,USD
243199,72315,2024-10-30,904618.32,USD
810879,48132,2024-10-04,748373.62,USD
961355,61238,2024-10-28,610959.32,KES
824733,28207,2024-05-16,672351.1,KES
360128,43828,2024-06-27,456289.3,KES
885859,20765,2024-11-07,677650.86,KES
913908,2947,2024-10-29,557376.51,KES
744437,3181,2024-08-02,553129.69,USD
47752,26233,2024-05-13,976581.63,KES
899469,12991,2024-09-13,847144.51,USD
367622,67044,2024-06-28,913065.54,KES
236361,23478,2024-11-03,648002.23,USD
10478,99032,2024-05-31,466948.75,KES
908276,73497,2024-06-12,698800.05,KES
180924,31361,2024-06-19,645091.18,KES
63839,37891,2024-11-19,607461.9,USD
801141,32983,2024-11-24,828193.53,KES
245244,57271,2024-07-16,752186.88,USD
780044,60076,2024-06-20,830793.37,KES
726761,30941,2024-07-16,857334.46,KES
99529,19388,2024-05-17,505478.36,USD
490439,44810,2024-09-21,602677.94,USD
774796,4773,2024-10-18,923997.23,USD
100800,9332,2024-07-08,780700.82,KES
19851,87900,2024-11-17,923473.37,KES
7865,15342,2024-09-18,531209.02,KES
310428,86134,2024-09-22,589524.64,KES
125944,42176,2024-11-11,583607.14,KES
513249,18217,2024-06-26,618557.88,USD
103677,32310,2024-05-24,467449.7,USD
803098,98284,2024-09-08,661253.18,KES
350954,80090,2024-08-31,800492.64,USD
197531,47273,2024-10-16,913325.98,USD
531880,28710,2024-05-16,984699.41,KES
185102,40029,2024-09-01,832456.02,USD
169771,23426,2024-09-27,702720.46,KES
80626,32077,2024-08-10,845335.73,KES
823457,65665,2024-07-26,789088.47,KES
261593,62466,2024-08-06,491219.79,USD
161664,58972,2024-09-18,648071.57,KES
805809,43440,2024-11-17,892525.66,USD
87257,38236,2024-10-13,891691.67,USD
637933,12487,2024-07-09,904213.65,KES
303341,93922,2024-10-15,986067.89,KES
866809,48918,2024-05-27,593189.24,USD
706605,4133,2024-11-17,711097.14,USD
654723,37412,2024-09-09,713104.26,KES
972701,85001,2024-08-10,919072.89,USD
189983,19069,2024-07-17,800252.52,USD
568578,8963,2024-08-07,931780.43,USD
203480,94525,2024-08-30,949270.47,KES
400182,64964,2024-06-11,723935.92,USD
641744,65516,2024-12-24,811031.61,USD
360326,19783,2024-06-30,497200.26,USD
887584,53023,2024-05-27,539558.43,USD
912797,77093,2024-11-23,643370.12,USD
240713,98235,2024-09-11,790694.06,USD
114887,72932,2024-08-04,596293.71,USD
962156,53086,2024-06-08,635636.24,KES
751063,16759,2024-10-03,996192.2,KES
594270,21052,2024-11-01,653275.58,USD
213356,39995,2024-05-30,852994.55,KES
866643,20107,2024-11-13,676378.21,USD
494114,85784,2024-09-23,984301.21,KES
396938,97522,2024-08-27,732478.96,USD
571817,43020,2024-12-04,833598.43,USD
647811,47378,2024-05-13,605355.4,KES
715470,26079,2024-10-05,963216.5,KES
405958,20696,2024-07-30,682757.81,USD
889322,99675,2024-06-05,797296.23,USD
957509,12869,2024-08-26,765771.07,KES
83937,88631,2024-05-23,459029.42,USD
82028,17512,2024-05-23,777074.11,KES
832073,63829,2024-07-11,924786.5,KES
58979,57277,2024-08-23,826989.99,USD
550689,54414,2024-08-03,716236.59,USD
502671,17170,2024-09-10,604987.15,KES
246218,21664,2024-07-29,804858.56,USD
862463,71074,2024-06-26,884504.12,USD
26661,3316,2024-09-15,873177.34,KES
798204,17770,2024-06-01,907905.15,KES
444785,95093,2024-10-05,483782.55,KES
933624,91389,2024-05-01,910578.01,USD
930110,98819,2024-10-11,858790.66,KES
206907,23238,2024-11-25,900162.5,KES
827208,96496,2024-08-01,935247.07,KES
34469,97239,2024-05-25,647183.37,USD
311699,73550,2024-09-16,474162.83,USD
817136,36808,2024-06-23,744165.15,KES
357972,4927,2024-08-21,615758.64,USD
524563,43195,2024-08-03,818678.25,KES
313584,41083,2024-10-18,882952.11,KES
662147,60068,2024-07-17,508638.14,KES
146388,40921,2024-11-02,902787.43,USD
141432,60512,2024-08-12,995991.65,KES
215404,19783,2024-09-17,976822.99,KES
423097,15342,2024-05-16,551749.32,KES
12904,3402,2024-09-18,631644.14,USD
109288,75172,2024-11-27,461458.14,KES
914535,18731,2024-07-20,769173.11,USD
115660,31797,2024-08-23,721887.63,USD
643311,73011,2024-07-29,928544.16,USD
30033,8854,2024-10-23,645420.36,USD
241350,72511,2024-05-20,653330.32,KES
366329,12233,2024-11-23,904902.29,KES
693904,95955,2024-06-23,968884.86,USD
939508,86538,2024-05-29,645320.95,KES
123905,62237,2024-06-07,999255.36,KES
287968,87559,2024-08-21,998077.86,USD
660413,99898,2024-05-28,958670.68,USD
298425,38982,2024-05-05,757957.62,USD
987911,84237,2024-06-10,704787.05,KES
762979,97860,2024-05-17,626792.97,KES
385834,38022,2024-10-13,844227.06,USD
506857,38226,2024-05-10,723169.1,KES
374897,96559,2024-09-10,854869.96,KES
390739,74516,2024-09-12,897041.02,KES
708843,83986,2024-07-20,873542.35,USD
15126,68316,2024-05-26,977063.97,USD
246023,74310,2024-06-19,542140.52,KES
212240,10307,2024-10-10,908381.19,USD
280055,91429,2024-07-26,854548.09,USD
969619,34835,2024-10-01,536235.58,KES
785852,95885,2024-08-14,544130.44,KES
94523,15468,2024-11-30,499416.65,KES
951265,57765,2024-07-21,595204.98,USD
930493,76793,2024-11-08,996057.09,USD
460272,73239,2024-10-01,647042.47,KES
524065,38577,2024-09-15,592942.39,USD
616384,1110,2024-07-29,846478.52,KES
373574,80114,2024-09-24,770413.01,KES
515258,11354,2024-08-11,950267.72,USD
674533,7311,2024-08-01,658486.83,KES
760411,23718,2024-08-15,923943.15,USD
261765,91936,2024-07-27,894877.61,KES
535273,5699,2024-10-21,910600.19,USD
920149,59960,2024-08-11,465688.62,KES
852843,73707,2024-07-31,976178.29,USD
826383,9681,2024-09-15,822204.76,KES
957419,24487,2024-10-10,715120.33,USD
583655,22853,2024-07-27,912602.7,KES
638716,13438,2024-06-30,742243.03,KES
108800,39287,2024-05-18,616474.4,USD
275405,82421,2024-10-09,579920.05,KES
848975,35940,2024-12-29,818924.16,USD
698023,75782,2024-11-27,663681.17,KES
750847,99172,2024-12-24,699112.9,USD
883711,84057,2024-10-05,995998.83,USD
462018,63688,2024-11-26,911031.71,USD
237171,8709,2024-09-07,816467.79,USD
64346,91657,2024-10-14,723081.87,USD
774130,26340,2024-11-09,705194.15,KES
777912,39978,2024-12-20,623224.1,USD
729247,28392,2024-09-30,701121.69,KES
203980,75915,2024-10-20,852435.01,USD
233613,89680,2024-12-10,984586.45,KES
436897,94178,2024-06-21,696944.79,USD
753957,72315,2024-06-25,523002.05,USD
475556,17642,2024-05-30,884819.95,USD
68027,36227,2024-06-02,794109.47,USD
702700,42391,2024-05-13,804791.06,KES
516926,92381,2024-08-29,926476.48,USD
744463,51887,2024-12-14,966489.91,USD
30632,70056,2024-10-17,656975.29,USD
279631,96235,2024-07-07,853809.77,KES
294892,54246,2024-12-19,835719.35,KES
159779,95602,2024-09-15,862231.28,USD
265149,92304,2024-09-08,636266.66,KES
977215,46578,2024-05-02,841121.49,USD
19104,36527,2024-06-12,915796.73,KES
253920,73909,2024-08-28,698239.9,USD
681806,90317,2024-07-18,855818.33,KES
428224,62115,2024-05-12,977124.14,KES
666749,89650,2024-11-15,929251.84,KES
314529,16430,2024-07-08,604606.01,KES
834546,28232,2024-07-25,627370.64,KES
947126,72410,2024-10-19,653064.39,KES
519366,46075,2024-11-18,975078.84,KES
205123,13623,2024-08-19,590904.93,KES
309742,19440,2024-05-24,565125.45,KES
439174,39813,2024-10-22,945772.25,USD
640788,5225,2024-05-13,657805.21,USD
531922,4700,2024-05-02,756644.79,USD
437983,64260,2024-10-19,834585.4,KES
565959,75986,2024-11-09,856131.19,USD
27255,3112,2024-05-11,638116.3,KES
433565,90690,2024-10-04,793287.55,USD
656392,86314,2024-12-08,764596.49,KES
737649,90028,2024-10-03,919307.25,KES
759550,69524,2024-08-14,963382.91,USD
350341,84681,2024-08-02,960701.93,USD
12069,37111,2024-06-01,798062.99,KES
141141,48795,2024-12-04,638228.86,KES
299391,37587,2024-11-30,548928.98,KES
591353,41539,2024-05-04,447912.36,USD
934611,73023,2024-06-17,628004.12,KES
450895,68562,2024-08-20,729615.27,KES
13476,78482,2024-10-10,802671.55,KES
638646,87767,2024-06-07,739739.5,KES
529394,75430,2024-07-10,932870.85,USD
638700,64129,2024-06-09,632216.49,KES
951269,93673,2024-06-26,859100.31,KES
504465,23478,2024-05-22,783386.03,USD
162578,90663,2024-11-16,573824.56,KES
45009,68328,2024-11-05,914071.4,KES
619082,17454,2024-08-04,990415.01,USD
290151,83073,2024-06-14,524532.15,USD
174281,13061,2024-08-26,956542.58,KES
215253,46833,2024-06-25,515842.24,USD
991748,27480,2024-10-04,678460.78,USD
132683,66090,2024-12-17,586257.48,USD
905310,44570,2024-05-16,467737.8,KES
254153,33930,2024-09-03,632376.0,USD
615662,10619,2024-12-13,823211.64,USD
453322,71106,2024-07-30,533357.1,KES
401520,75315,2024-10-10,899124.55,USD
56567,26363,2024-09-01,969635.64,USD
60070,32711,2024-12-20,884837.62,USD
354355,75172,2024-09-17,907946.2,USD
310162,51313,2024-06-03,776884.3,KES
101228,98408,2024-06-03,521898.65,KES
157004,91678,2024-10-02,553270.49,KES
109858,8571,2024-10-07,879820.93,USD
516316,46338,2024-11-11,448009.59,KES
537715,4632,2024-11-02,536771.59,KES
324232,23121,2024-10-24,529349.16,KES
316614,17380,2024-05-25,853597.88,USD
208623,48394,2024-10-30,654248.88,KES
859830,35257,2024-08-02,954032.35,KES
707694,25046,2024-10-20,728212.2,USD
214155,7799,2024-07-30,741021.3,KES
307715,15016,2024-10-25,662392.87,USD
245116,90877,2024-12-15,762082.94,KES
874690,56742,2024-11-07,626482.75,KES
784563,58638,2024-07-11,600730.69,USD
313261,49899,2024-07-29,647816.86,USD
697781,11989,2024-09-10,800663.44,USD
877616,88572,2024-07-19,619113.33,KES
909077,10688,2024-10-31,705051.46,USD
72996,58645,2024-09-15,637515.26,USD
952366,19354,2024-11-27,616954.76,USD
354540,6516,2024-12-06,833136.72,KES
549654,32820,2024-06-20,540195.81,USD
103594,78954,2024-07-20,545689.74,KES
354982,87175,2024-11-15,948811.29,USD
489420,59401,2024-06-21,713767.52,USD
676335,24766,2024-08-22,914564.85,USD
736125,11655,2024-07-19,839494.99,USD
912207,1100,2024-05-14,856098.74,KES
250423,78873,2024-05-25,859062.64,KES
879827,19440,2024-07-21,878655.5,KES
917788,65010,2024-07-28,913583.97,USD
930907,45440,2024-12-09,537200.34,KES
7671,73248,2024-12-14,718860.07,KES
161649,85013,2024-09-19,956943.96,USD
855843,32635,2024-06-01,692048.84,USD
819355,69563,2024-10-19,613426.55,USD
686731,49287,2024-08-14,588112.23,KES
726809,78845,2024-12-20,704203.13,KES
774401,61937,2024-09-29,913336.74,USD
966032,58240,2024-12-02,752164.14,KES
963458,94762,2024-09-28,608790.85,KES
968584,16274,2024-05-07,780009.06,KES
475080,48114,2024-08-04,497937.11,KES
285640,74147,2024-06-15,743234.82,USD
119192,37632,2024-12-19,537094.14,USD
233704,48329,2024-10-08,799853.08,KES
328240,49658,2024-09-06,945703.39,KES
575037,56960,2024-09-05,709338.58,KES
73035,70592,2024-08-22,452851.44,KES
825883,94424,2024-09-08,707869.43,KES
115877,5538,2024-11-04,674186.91,KES
582298,31051,2024-06-19,573346.45,KES
423748,82243,2024-05-31,884719.75,KES
780968,35960,2024-10-14,551318.94,USD
847875,99972,2024-10-18,938799.66,KES
126917,83092,2024-12-17,727452.57,KES
222825,10996,2024-11-25,968356.74,KES
819385,73415,2024-12-14,714097.63,USD
115014,25043,2024-09-04,761532.07,KES
309482,99638,2024-11-06,855930.3,KES
577303,48364,2024-12-11,818950.59,USD
295481,75340,2024-06-16,773095.64,KES
125792,25046,2024-09-02,484854.18,KES
645361,25927,2024-05-20,533242.54,KES
765795,52678,2024-05-31,963472.0,USD
909869,40013,2024-06-01,867785.89,USD
611047,52717,2024-12-09,975584.32,KES
159825,25982,2024-10-05,643028.63,KES
542629,51863,2024-10-10,940126.84,USD
57082,39354,2024-09-07,752858.14,USD
63401,50758,2024-11-25,458276.84,KES
618580,90653,2024-11-11,512518.23,USD
348849,14376,2024-10-01,686732.15,USD
39237,10898,2024-12-15,902373.22,KES
956251,67275,2024-12-27,926113.85,USD
414443,58907,2024-11-24,788221.27,KES
595705,8430,2024-06-10,682043.7,USD
263618,91389,2024-08-29,870034.29,USD
166501,77741,2024-09-26,735485.94,KES
317069,30978,2024-08-03,683780.3,KES
225595,80408,2024-11-11,524978.2,KES
196181,96366,2024-10-31,716070.22,USD
344293,33453,2024-05-30,975723.39,KES
737003,58055,2024-12-14,841057.98,USD
85310,18217,2024-06-22,502119.73,USD
105409,73812,2024-07-24,813030.64,KES
624479,84388,2024-07-18,640231.86,USD
935112,40883,2024-05-10,896723.54,USD
936511,92531,2024-06-13,759422.62,USD
742268,2522,2024-05-01,753721.05,USD
864258,63003,2024-06-25,990989.51,KES
267970,33445,2024-08-04,789423.48,KES
705279,18087,2024-10-17,695791.3,USD
808441,44043,2024-05-25,891608.89,KES
265525,60715,2024-12-20,691077.09,USD
101013,51033,2024-06-21,742366.72,USD
62722,57383,2024-08-22,946338.77,KES
187819,52258,2024-10-31,774225.15,KES
501199,64872,2024-06-27,599758.21,KES
655999,32310,2024-12-12,460315.42,KES
844959,96420,2024-05-08,844923.61,USD
989576,91877,2024-09-03,788788.42,USD
359853,83586,2024-12-05,620019.36,KES
547829,95841,2024-09-29,834179.83,USD
456573,78217,2024-09-30,636992.2,KES
517869,84391,2024-09-23,759650.45,USD
337913,1006,2024-11-16,767813.91,KES
226764,21060,2024-10-19,871407.24,USD
192275,90020,2024-12-12,658172.63,USD
362697,59401,2024-07-16,771566.83,USD
932126,34669,2024-05-14,779524.9,USD
862412,24980,2024-12-26,628641.74,USD
593049,85013,2024-06-18,493889.99,KES
453564,67075,2024-06-02,927010.11,USD
142405,39813,2024-08-20,618760.56,KES
149000,19009,2024-10-18,872423.9,USD
281959,69610,2024-07-05,601629.79,USD
882934,61866,2024-07-26,874871.78,USD
433829,51204,2024-05-14,955701.83,KES
53516,44637,2024-09-30,914536.92,KES
241166,99844,2024-09-04,467350.36,USD
